name,owner,location,phone,email,services,categories,source_url
California Sports Inc,,"2275 E Mariposa Ave, El Segundo, CA 90245", (310) 426-6000,,,Sports Clubs & Organizations ,https://www.yellowpages.com/el-segundo-ca/mip/california-sports-inc-451613619
BJ's Restaurants,,"204 E Via Rancho Pkwy, Escondido, CA 92025", (760) 466-0700,shop@bjsbrewhouse.com,,"American Restaurants, Beer & Ale, Brew Pubs, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/escondido-ca/mip/bjs-restaurants-452295737
Madera Indoor Soccer,,"3497 Yeager Rd, Madera, CA 93637", (559) 661-0414,sscnando@yahoo.com,,"Sports Clubs & Organizations, Amusement Places & Arcades ",https://www.yellowpages.com/madera-ca/mip/madera-indoor-soccer-452247095
Latino Sportsbar,,"2938 Durfee Ave, El Monte, CA 91732", (626) 279-6653,,,"Sports Bars, Bars ",https://www.yellowpages.com/el-monte-ca/mip/latino-sportsbar-4525271
The Game Sports Pub N Pizza,,"235 Oak St, Brentwood, CA 94513", (925) 634-4263,,,"Sports Bars, Bar & Grills, Bars, Pizza, Restaurants ",https://www.yellowpages.com/brentwood-ca/mip/the-game-sports-pub-n-pizza-451988815
Eureka!,,"345 Pearl Ave, Redlands, CA 92374", (909) 335-5700,alexia.penna@eurekarestaurantgroup.com,,"Hamburgers & Hot Dogs, American Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/redlands-ca/mip/eureka-451609225
Hooters,,"1400 Camino De La Reina Ste 115, San Diego, CA 92108", (619) 299-4668,mvwhooters@hootwinc.com,Beer.,"Sports Bars, American Restaurants, Bar & Grills, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/san-diego-ca/mip/hooters-451422224
Pepz Pizza & Eatery,,"165 S Harbor Blvd, La Habra, CA 90631", (562) 501-2222,info@pepzpizza.com,,"Pizza, Bars, Caterers, Fast Food Restaurants, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/la-habra-ca/mip/pepz-pizza-eatery-451594595
Glass Turtle,,"901 Sunrise Ave Ste A17, Roseville, CA 95661", (916) 782-5000,glassturtle@gmail.com,,"American Restaurants, Barbecue Restaurants, Cocktail Lounges, Night Clubs, Restaurants, Sports Bars, Taverns ",https://www.yellowpages.com/roseville-ca/mip/glass-turtle-451389223
San Diego Happy Hour Spots Pacific Beach,,"722 Grand Ave, San Diego, CA 92109", (858) 952-1733,,,"Bars, Sports Bars, Taverns ",https://www.yellowpages.com/san-diego-ca/mip/san-diego-happy-hour-spots-pacific-beach-451053721
BJ's Restaurants,,"4585 Chino Hills Pkwy, Chino Hills, CA 91709", (909) 993-5960,bjsrestaurants@ymail.com,,"American Restaurants, Beer & Ale, Brew Pubs, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/chino-hills-ca/mip/bjs-restaurants-4514948
San Diego Happy Hour Spots Mission Beach,,"3844 Mission Blvd, San Diego, CA 92109", (858) 952-0714,,,"Bars, Sports Bars, Taverns ",https://www.yellowpages.com/san-diego-ca/mip/san-diego-happy-hour-spots-mission-beach-451053717
Tortilla Cantina,,"1225 El Prado Ave, Torrance, CA 90501", (310) 533-9606,,,"Mexican Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/torrance-ca/mip/tortilla-cantina-451281343
Walnut Heights Swim Club,,"60 Vallecito Ln, Walnut Creek, CA 94596", (925) 932-9300,,,Sports Clubs & Organizations ,https://www.yellowpages.com/walnut-creek-ca/mip/walnut-heights-swim-club-31049237
San Diego Happy Hour Spots Pacific Beach,,"4343 Ocean Blvd, San Diego, CA 92109", (858) 952-1522,,,"Bars, Sports Bars, Taverns ",https://www.yellowpages.com/san-diego-ca/mip/san-diego-happy-hour-spots-pacific-beach-451053718
Big Wangs,,"801 S Grand Ave Ste 175, Los Angeles, CA 90017", (213) 629-2449,you@email.com,,"Bar & Grills, American Restaurants, Sports Bars ",https://www.yellowpages.com/los-angeles-ca/mip/big-wangs-451256667
San Diego Happy Hour Spots University City,,"4282 Esplanade Ct, San Diego, CA 92122", (858) 866-9734,,,"Bars, Sports Bars, Taverns ",https://www.yellowpages.com/san-diego-ca/mip/san-diego-happy-hour-spots-university-city-451053691
Xoso Sport & Social League,,"1414 18th St Apt 2, Sacramento, CA 95811", (916) 426-9676,,,"Sports Clubs & Organizations, Health Maintenance Organizations ",https://www.yellowpages.com/sacramento-ca/mip/xoso-sport-social-league-31005070
Performance Enhancement-Pro,,"2301 Monarch St, Alameda, CA 94501", (510) 769-7372,,,Sports Clubs & Organizations ,https://www.yellowpages.com/alameda-ca/mip/performance-enhancement-pro-30999587
Creative Rock Concepts,,"34152 Camino El Molino, Capistrano Beach, CA 92624", (949) 349-0875,info@creativerockconcepts.com,,"Sports Clubs & Organizations, Private Swimming Pools ",https://www.yellowpages.com/capistrano-beach-ca/mip/creative-rock-concepts-30986761
Glendora Youth Volleyball,,"1133 W Donington St, Glendora, CA 91741", (626) 969-5845,,,Sports Clubs & Organizations ,https://www.yellowpages.com/glendora-ca/mip/glendora-youth-volleyball-30954387
Tiffiny's International Soccer,,"60 Nettleton Rd, Vista, CA 92083", (760) 801-5309,,,"Soccer Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/vista-ca/mip/tiffinys-international-soccer-30888627
Lakeshore Tennis Club,,"2877 S Fairview St, Santa Ana, CA 92704", (714) 966-3056,,,Sports Clubs & Organizations ,https://www.yellowpages.com/santa-ana-ca/mip/lakeshore-tennis-club-30982709
Eclipse Volleyball Club (youth girls),,, (650) 485-3261,,,"Private Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/san-jose-ca/mip/eclipse-volleyball-club-youth-girls-30843423
The Hills Swim and Tennis Club,,"2400 Manzanita Dr, Oakland, CA 94611", (510) 339-0234,mail@marinehillspool.org,,"Tennis Courts-Private, Private Swimming Pools, Sports Clubs & Organizations ",https://www.yellowpages.com/oakland-ca/mip/the-hills-swim-and-tennis-club-30995070
Mental Edge,,"201 San Antonio Cir Ste 212, Mountain View, CA 94040", (650) 948-9200,spopell@marketanswers.com,,"Sports Clubs & Organizations, Sports Promoters & Managers ",https://www.yellowpages.com/mountain-view-ca/mip/mental-edge-30939872
The Garden Club,,"1144 Mission Rd, South San Francisco, CA 94080", (650) 873-4910,info@gardenclubrestaurant.com,,"American Restaurants, Bars, Family Style Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/south-san-francisco-ca/mip/the-garden-club-3101432
SoccerTots LA,,"214 Main St # 204, El Segundo, CA 90245", (310) 535-3644,,,"Soccer Clubs, Children's Party Planning & Entertainment, Recreation Centers, Sports Clubs & Organizations, Youth Organizations & Centers ",https://www.yellowpages.com/el-segundo-ca/mip/soccertots-la-30797148
Sports Club Co Inc,,"1803 Pontius Ave, Los Angeles, CA 90025", (310) 479-5200,,,Sports Clubs & Organizations ,https://www.yellowpages.com/los-angeles-ca/mip/sports-club-co-inc-30739939
Avocado of the Month Club,,"4606 Snapdragon Way, San Luis Obispo, CA 93401", (805) 277-7452,info@avocadoofthemonthclub.com,,"Private Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/san-luis-obispo-ca/mip/avocado-of-the-month-club-30768436
Hoffman Sports Inc,,"7261 Murdy Cir, Huntington Beach, CA 92647", (714) 847-3732,mrymncn@aol.com,,"Sports Bars, Bar & Grills, Bars ",https://www.yellowpages.com/huntington-beach-ca/mip/hoffman-sports-inc-30710061
Uc Irvine Campus Recreation,,"680 California Ave, Irvine, CA 92617", (949) 824-5346,,,"Private Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/irvine-ca/mip/uc-irvine-campus-recreation-30699831
MASON'S PIZZA,,"22184 State Highway 299E, Bella Vista, CA 96008", (530) 549-4554,,,"Pizza, Sports Bars ",https://www.yellowpages.com/bella-vista-ca/mip/masons-pizza-30645633
No Bar,,"10622 Magnolia Blvd, North Hollywood, CA 91601", (818) 753-0545,nobar@vintagebargroup.com,,"Cocktail Lounges, Bar & Grills, Bars, Pool Halls, Sports Bars ",https://www.yellowpages.com/north-hollywood-ca/mip/no-bar-30662943
Gym Sports Bar,,"8737 Santa Monica Blvd, West Hollywood, CA 90069", (310) 659-2004,,,"Sports Bars, Bar & Grills, Bars, Cocktail Lounges, Gay & Lesbian Bars, Night Clubs ",https://www.yellowpages.com/west-hollywood-ca/mip/gym-sports-bar-30786572
Folga Golf Club,,"5938 Joaquin St, Chino, CA 91710", (909) 591-6687,,,"Private Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/chino-ca/mip/folga-golf-club-30640665
Cruces Club,,"175 Thomas Ave, Oxnard, CA 93033", (805) 487-7186,,,"Private Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/oxnard-ca/mip/cruces-club-30633182
Marin Fc Girls 95 Blue,,"130 Buena Vista Ave, Mill Valley, CA 94941", (415) 388-1598,,,Sports Clubs & Organizations ,https://www.yellowpages.com/mill-valley-ca/mip/marin-fc-girls-95-blue-30567812
Galaxy Sports Bar,,"656 S Sunset Ave, West Covina, CA 91790", (626) 960-6208,galaxysportsbar@gmail.com,,Sports Bars ,https://www.yellowpages.com/west-covina-ca/mip/galaxy-sports-bar-30681811
Oasis Bar,,"10448 Knott Ave, Stanton, CA 90680", (714) 226-0026,,,Sports Bars ,https://www.yellowpages.com/stanton-ca/mip/oasis-bar-30551867
GDI Enterprises Inc,,"1657 W 3rd St, Los Angeles, CA 90017", (213) 483-8885,,,Sports Clubs & Organizations ,https://www.yellowpages.com/los-angeles-ca/mip/gdi-enterprises-inc-305940
Great Western Terrier Association,,"28873 Michelle Dr, Agoura Hills, CA 91301", (818) 889-7904,,,"Private Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/agoura-hills-ca/mip/great-western-terrier-association-30536003
The Canon Swim and Tennis,,"135 Mitchell Dr, Fairfax, CA 94930", (415) 457-7766,info@thecanonclub.com,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/fairfax-ca/mip/the-canon-swim-and-tennis-30500423
From Start to Fish,,, (415) 307-5363,,,Sports Clubs & Organizations ,https://www.yellowpages.com/nationwide/mip/from-start-to-fish-22665282
Oakland Yacht Club,,"1101 Pacific Marina, Alameda, CA 94501", (510) 522-6868,oaklndyc@ix.netcom.com,,Sports Clubs & Organizations ,https://www.yellowpages.com/alameda-ca/mip/oakland-yacht-club-2242374
Lemon Grove Gun Club,,"16232 Sequan Truck Trl, Alpine, CA 91901", (619) 445-4030,,,Sports Clubs & Organizations ,https://www.yellowpages.com/alpine-ca/mip/lemon-grove-gun-club-30492026
Hooters,,"600 N First St, Burbank, CA 91502", (818) 848-9464,,Beer.,"Sports Bars, American Restaurants, Bar & Grills, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/burbank-ca/mip/hooters-22506289
Slater's 50/50,,"6362 E Santa Ana Canyon Rd, Anaheim, CA 92807", (714) 685-1103,contact-form-ah@slaters5050.com,,"Bars, Hamburgers & Hot Dogs, Restaurants, Sports Bars ",https://www.yellowpages.com/anaheim-ca/mip/slaters-50-50-22668937
Douglas Burgers,,"16306 Pioneer Blvd, Norwalk, CA 90650", (562) 926-1359,,,"Sports Clubs & Organizations, Restaurants ",https://www.yellowpages.com/norwalk-ca/mip/douglas-burgers-22339510
Tavern on Brand,,"208 N Brand Blvd, Glendale, CA 91203", (818) 291-1926,,,"Taverns, Bar & Grills, Bars, Sports Bars ",https://www.yellowpages.com/glendale-ca/mip/tavern-on-brand-22683820
Country Boys Drive In,,"2648 E Fremont St, Stockton, CA 95205", (209) 464-2575,steve@countryboydrivein.com,,"Sports Clubs & Organizations, Restaurants ",https://www.yellowpages.com/stockton-ca/mip/country-boys-drive-in-3079767
The Bounty Room,,"4419 Torrance Blvd, Torrance, CA 90503", (310) 371-8054,,,"Sports Bars, Bar & Grills, Bars, Restaurants, Taverns ",https://www.yellowpages.com/torrance-ca/mip/the-bounty-room-22339375
The Hideaway,,"5523 South St, Lakewood, CA 90713", (562) 867-3187,mike@hideaway.net,,"Sports Bars, Bar & Grills, Bars, Cocktail Lounges ",https://www.yellowpages.com/lakewood-ca/mip/the-hideaway-22323124
Flux Bar,,"17817 Lakewood Blvd, Bellflower, CA 90706", (562) 633-6394,,,Sports Bars ,https://www.yellowpages.com/bellflower-ca/mip/flux-bar-22320563
Big Eight,,"43011 10th St W, Lancaster, CA 93534", (661) 723-6279,,,Sports Bars ,https://www.yellowpages.com/lancaster-ca/mip/big-eight-30477392
Vbar,,"355 Santana Row, San Jose, CA 95128", (408) 551-0010,sjreservations@valenciagroup.com,,"Sports Bars, Bars ",https://www.yellowpages.com/san-jose-ca/mip/vbar-22292704
Stadium Pub,,"1420 Lincoln Ave, Walnut Creek, CA 94596", (925) 256-7302,,,"Sports Bars, Bars, Restaurants ",https://www.yellowpages.com/walnut-creek-ca/mip/stadium-pub-22310525
Typhoon Saloon,,"1165 Garnet Ave, San Diego, CA 92109", (858) 373-3474,j.kost@typhoonsaloon.com,,"Night Clubs, Sports Bars ",https://www.yellowpages.com/san-diego-ca/mip/typhoon-saloon-22286079
Folsom Tennis Club,,"2720 Howard Ave, San Diego, CA 92104", (619) 280-7275,,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/san-diego-ca/mip/folsom-tennis-club-22214738
BJ's Restaurants,,"11101 183rd St, Cerritos, CA 90703", (562) 467-0850,bjsrestaurants@ymail.com,,"American Restaurants, Beer & Ale, Brew Pubs, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/cerritos-ca/mip/bjs-restaurants-22321275
The Good Nite,,"10721 Burbank Blvd, North Hollywood, CA 91601", (323) 899-3366,party@thegoodnite.com,,Sports Bars ,https://www.yellowpages.com/north-hollywood-ca/mip/the-good-nite-22250619
Britannia Arms Of Almaden,,"5027 Almaden Expy, San Jose, CA 95118", (408) 266-0550,John@britanniaarms.com,,"Cellular Telephone Service, American Restaurants, Bar & Grills, Bars, Night Clubs, Restaurants, Sports Bars, Taverns ",https://www.yellowpages.com/san-jose-ca/mip/britannia-arms-of-almaden-22193526
Kaminski's BBQ and Sports Lounge,,"12735 Poway Rd, Poway, CA 92064", (858) 748-1106,,,"Sports Bars, Bar & Grills, Bars ",https://www.yellowpages.com/poway-ca/mip/kaminskis-bbq-and-sports-lounge-22184531
Woodlake Drive Inn,,"222 N Valencia Blvd, Woodlake, CA 93286", (559) 564-8439,,,"Sports Clubs & Organizations, Restaurants ",https://www.yellowpages.com/woodlake-ca/mip/woodlake-drive-inn-2222309
Sports Performance Academ,,"22552 Avenida Empresa, Rancho Santa Margarita, CA 92688", (949) 713-6440,,,"Sports Promoters & Managers, Sports Clubs & Organizations ",https://www.yellowpages.com/rancho-santa-margarita-ca/mip/sports-performance-academ-22174706
Grazies,,"1615 N Mountain Ave, Upland, CA 91784", (909) 981-2924,graziesportsbar@hotmail.com,,"Italian Restaurants, Bar & Grills, Caterers, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/upland-ca/mip/grazies-22256487
PAYLESS BATTING CAGES,,"2840 E Olivera Rd, Concord, CA 94519", (925) 825-7526,loriri@aol.com,,"Batting Cages, Baseball Clubs & Parks, Recreation Centers, Sports Clubs & Organizations ",https://www.yellowpages.com/concord-ca/mip/payless-batting-cages-21968438
Tony's Darts Away,,"1710 W Magnolia Blvd, Burbank, CA 91506", (818) 846-4501,,,"Bars, American Restaurants, Bar & Grills, Brew Pubs, Hamburgers & Hot Dogs, Night Clubs, Restaurants, Sports Bars, Taverns ",https://www.yellowpages.com/burbank-ca/mip/tonys-darts-away-22285214
George Brown Sports Club,,"1570 E Nees Ave, Fresno, CA 93720", (559) 297-8656,gb3sales@aol.com,,Sports Clubs & Organizations ,https://www.yellowpages.com/fresno-ca/mip/george-brown-sports-club-21952605
The Regal Bar,,"8344 La Mesa Blvd, La Mesa, CA 91942", (619) 469-1633,info@theregalbar.com,,"Sports Bars, Bars ",https://www.yellowpages.com/la-mesa-ca/mip/the-regal-bar-22153148
City Sports Bar & Grill,,"155 Browns Valley Pkwy, Vacaville, CA 95688", (707) 455-7827,support@starsrecreation.com,,"Sports Bars, Banquet Halls & Reception Facilities, Bars, Bowling, Caterers, Recreation Centers, Restaurants ",https://www.yellowpages.com/vacaville-ca/mip/city-sports-bar-grill-21996745
Harbor Point Charitable Foundation,,"475 E Strawberry Dr, Mill Valley, CA 94941", (415) 383-3448,info@hpcfgiving.org,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/mill-valley-ca/mip/harbor-point-charitable-foundation-2156356
La Habra Girls Softball Association,,"621 E Erna Ave, La Habra, CA 90631", (562) 691-5447,,,"Baseball Clubs & Parks, Sports Clubs & Organizations ",https://www.yellowpages.com/la-habra-ca/mip/la-habra-girls-softball-association-21383212
108 Sports Lounge,,"3119 Atchison St, Riverbank, CA 95367", (209) 869-2456,108sportslounge@gmail.com,,"Bars, Bar & Grills, Cocktail Lounges, Restaurants, Sports Bars ",https://www.yellowpages.com/riverbank-ca/mip/108-sports-lounge-2549074
Island Prime,,, (619) 298-6802,info@dinecrg.com,,"American Restaurants, Bars, Fine Dining Restaurants, Restaurants, Seafood Restaurants, Sports Bars, Steak Houses ",https://www.yellowpages.com/nationwide/mip/island-prime-2499936
Greenhaven Cabana Club South,,"6615 Gloria Dr, Sacramento, CA 95831", (916) 393-6430,cabanaclubsouth@gmail.com,,"Private Swimming Pools, Sports Clubs & Organizations ",https://www.yellowpages.com/sacramento-ca/mip/greenhaven-cabana-club-south-2541733
Knuckleheads Sports Bar,,"1717 N El Camino Real, San Clemente, CA 92672", (949) 492-2410,info@knuckleheadskc.com,,"Sports Bars, Cocktail Lounges, Restaurants ",https://www.yellowpages.com/san-clemente-ca/mip/knuckleheads-sports-bar-2482786
Southland Bar,,"23900 Crenshaw Blvd, Torrance, CA 90505", (310) 326-1400,southlandbar@gmail.com,,"Bars, Cocktail Lounges, Night Clubs, Sports Bars, Taverns ",https://www.yellowpages.com/torrance-ca/mip/southland-bar-2448821
Hooters,,"3041 E Garvey Ave N, West Covina, CA 91791", (626) 974-4668,careers@hooters.com,Beer.,"Sports Bars, American Restaurants, Bar & Grills, Restaurants, Take Out Restaurants ",https://www.yellowpages.com/west-covina-ca/mip/hooters-2161390
Yard House,,"1875 Newport Blvd, Costa Mesa, CA 92627", (949) 642-0090,,,"American Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/costa-mesa-ca/mip/yard-house-2457975
Longboard Pub,,"217 Main St, Huntington Beach, CA 92648", (714) 960-1896,longboarddt@yahoo.com,,"American Restaurants, Bar & Grills, Barbecue Restaurants, Bars, Brew Pubs, Caterers, Family Style Restaurants, Restaurants, Seafood Restaurants, Sports Bars ",https://www.yellowpages.com/huntington-beach-ca/mip/longboard-pub-2431254
DACA Swim School,,"1080 S De Anza Blvd, San Jose, CA 95129", (408) 446-5600,customer_service@daca.org,,"Swimming Instruction, Sports Clubs & Organizations ",https://www.yellowpages.com/san-jose-ca/mip/daca-swim-school-2403036
Foothills Tennis & Swimming Club,,"3351 Miranda Ave, Palo Alto, CA 94304", (650) 493-8540,,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/palo-alto-ca/mip/foothills-tennis-swimming-club-2407436
Garf's Sports Lounge,,"3046 Bristol St, Costa Mesa, CA 92626", (714) 435-4070,mgarfs29@gmail.com,,"Sports Bars, Bar & Grills, Bars, Cocktail Lounges, Restaurants ",https://www.yellowpages.com/costa-mesa-ca/mip/garfs-sports-lounge-2451724
Yagers Seven Twenty Seven,,"727 Traders Ln, Folsom, CA 95630", (916) 293-8942,,,Sports Bars ,https://www.yellowpages.com/folsom-ca/mip/yagers-seven-twenty-seven-23313233
BJ's Restaurants,,"5613 Paseo Del Norte, Carlsbad, CA 92008", (760) 579-4440,,,"American Restaurants, Beer & Ale, Brew Pubs, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/carlsbad-ca/mip/bjs-restaurants-23302947
Chico Raquet Club & Resort,,"1629 Manzanita Ave, Chico, CA 95926", (530) 895-1881,,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/chico-ca/mip/chico-raquet-club-resort-23291856
Alpine Hills Tennis And Swim Club,,"4139 Alpine Rd, Portola Valley, CA 94028", (650) 529-9196,office@alpinehills.us,,"Tennis Courts-Private, Sports Clubs & Organizations ",https://www.yellowpages.com/portola-valley-ca/mip/alpine-hills-tennis-and-swim-club-2356627
Charles Billiard Sports Bar & Restaurant,,"224 N Brand Blvd, Glendale, CA 91203", (818) 547-4859,,,"Sports Bars, Bar & Grills, Bars, Pool Halls, Restaurants ",https://www.yellowpages.com/glendale-ca/mip/charles-billiard-sports-bar-restaurant-23303829
D H Indoor Training Facility,,"1148 California Ave, Corona, CA 92881", (951) 734-0228,alexis@coronacages.com,,"Batting Cages, Baseball Clubs & Parks, Baseball Instruction, Batting, Children's Party Planning & Entertainment, Party & Event Planners, Personal Fitness Trainers, Soccer Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/corona-ca/mip/d-h-indoor-training-facility-23178598
Press Box Sports Grill,,"6022 N Figarden Dr, Fresno, CA 93722", (559) 275-7777,pressboxfresno@gmail.com,,"American Restaurants, Bar & Grills, Bars, Karaoke, Restaurants, Sports Bars ",https://www.yellowpages.com/fresno-ca/mip/press-box-sports-grill-23217023
Buffalo Wild Wings,,"23600 Rockfield Blvd, Lake Forest, CA 92630", (949) 588-9464,hr-recruiting@buffalowildwings.com,,"Chicken Restaurants, Bar & Grills, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/lake-forest-ca/mip/buffalo-wild-wings-23201474
KLG Sports Center,,"2933 W Pico Blvd, Los Angeles, CA 90006", (323) 735-9995,,,Sports Clubs & Organizations ,https://www.yellowpages.com/los-angeles-ca/mip/klg-sports-center-23123270
Rickhouse,,"246 Kearny St, San Francisco, CA 94108", (415) 398-2827,,,"Sports Bars, Brew Pubs, Restaurants ",https://www.yellowpages.com/san-francisco-ca/mip/rickhouse-23245769
BJ's Restaurants,,"385 Sun Valley Mall, Concord, CA 94520", (925) 849-1090,bjsrestaurants@ymail.com,,"American Restaurants, Beer & Ale, Brew Pubs, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/concord-ca/mip/bjs-restaurants-23282606
Scripps Ranch Swim & Racq,,"10250 Scripps Trl, San Diego, CA 92131", (858) 549-5355,,,Sports Clubs & Organizations ,https://www.yellowpages.com/san-diego-ca/mip/scripps-ranch-swim-racq-22953022
Scripps Ranch Swim & Racquet Club,,"10216 Scripps Trl, San Diego, CA 92131", (858) 271-4231,fit2goon@aol.com,,Sports Clubs & Organizations ,https://www.yellowpages.com/san-diego-ca/mip/scripps-ranch-swim-racquet-club-22953449
The Otter's Den,,"3166 Vista Del Camino, Marina, CA 93933", (831) 883-1227,theottersden93933@gmail.com,,"Bars, Banquet Halls & Reception Facilities, Cocktail Lounges, Party & Event Planners, Sports Bars ",https://www.yellowpages.com/marina-ca/mip/the-otters-den-22994629
The Ball Park,,"2531 Newhall St, Santa Clara, CA 95050", (408) 244-0293,,,Sports Bars ,https://www.yellowpages.com/santa-clara-ca/mip/the-ball-park-22916924
Yard House,,"13881 Peyton Dr, Chino Hills, CA 91709", (909) 590-9424,yhgiftcardservices@darden.com,,"American Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/chino-hills-ca/mip/yard-house-2534919
Palmdale Youth Soccer,,, (661) 533-2255,abe.martinez@pysl.com,,"Soccer Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/palmdale-ca/mip/palmdale-youth-soccer-2029829
Moondoggies Pacific Beach,,"832 Garnet Ave, San Diego, CA 92109", (858) 483-6553,events@moondoggies.com,,"Sports Bars, Restaurants ",https://www.yellowpages.com/san-diego-ca/mip/moondoggies-pacific-beach-2032417
Palo Alto Standford Aquatics,,"777 Embarcadero Rd, Palo Alto, CA 94303", (650) 327-1721,,,Sports Clubs & Organizations ,https://www.yellowpages.com/palo-alto-ca/mip/palo-alto-standford-aquatics-2018793
Downey Brewing Company,,"10924 Paramount Blvd, Downey, CA 90241", (562) 862-1711,info@thedowneybrewing.com,,"Brew Pubs, American Restaurants, Bar & Grills, Beer & Ale, Restaurants, Sports Bars ",https://www.yellowpages.com/downey-ca/mip/downey-brewing-company-20250047
Spectris Yacht Club Newport Beach,,"634 Lido Park Dr, Newport Beach, CA 92663", (949) 673-2111,,,Sports Clubs & Organizations ,https://www.yellowpages.com/newport-beach-ca/mip/spectris-yacht-club-newport-beach-19837166
Douglas Drive-In,,"11939 Firestone Blvd, Norwalk, CA 90650", (562) 864-3155,,,"Sports Clubs & Organizations, Restaurants ",https://www.yellowpages.com/norwalk-ca/mip/douglas-drive-in-23144181
American Youth Soccer Organization,,"1934 Olivebrook Ct, El Cajon, CA 92019", (619) 440-2976,,,"Soccer Clubs, Sports Clubs & Organizations ",https://www.yellowpages.com/el-cajon-ca/mip/american-youth-soccer-organization-1968388
Centerfolds,,"391 Broadway, San Francisco, CA 94133", (415) 834-0662,manager@centerfoldssf.com,,"Sports Bars, Night Clubs ",https://www.yellowpages.com/san-francisco-ca/mip/centerfolds-2281214
The Down and Out,,"501 S Spring St, Los Angeles, CA 90013", (213) 221-7595,downandout.dt@gmail.com,,"Sports Bars, Restaurants ",https://www.yellowpages.com/los-angeles-ca/mip/the-down-and-out-22994694
Wings and Rings,,"3020 Floyd Ave Ste 601, Modesto, CA 95355", (209) 551-9464,buffalo@wings-and-rings.com,,"Chicken Restaurants, Restaurants, Sports Bars ",https://www.yellowpages.com/modesto-ca/mip/wings-and-rings-20070589
New Jersey's,,"923 W Hamilton Ave, Campbell, CA 95008", (408) 370-2326,newjerseysrestaurant@yahoo.com,,"Sports Bars, Bars ",https://www.yellowpages.com/campbell-ca/mip/new-jerseys-22751796
Bobby Riggs Tennis Club & Museum,,"875 Santa Fe Dr, Encinitas, CA 92024", (760) 753-4705,tennis@bobbyriggs.net,,"Tennis Equipment & Supplies, Sports Clubs & Organizations, Tennis Courts, Tennis Instruction, Tennis Racket Restringing & Repairing ",https://www.yellowpages.com/encinitas-ca/mip/bobby-riggs-tennis-club-museum-1962749
Rookees Sports Bar,,"419 E Main St, Ventura, CA 93001", (805) 648-6862,,,"Sports Bars, Bar & Grills, Bars, Restaurants ",https://www.yellowpages.com/ventura-ca/mip/rookees-sports-bar-1967848
3rd Ave Sports Bar & Grill,,"77 E 3rd Ave, San Mateo, CA 94401", (650) 340-9872,peter@amicis.com,,"Barbecue Restaurants, Bar & Grills, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/san-mateo-ca/mip/3rd-ave-sports-bar-grill-19666992
Bigshots Billiards Bar & Grill,,"23512 El Toro Rd, Lake Forest, CA 92630", (949) 830-2255,bigshotsbilliards@cox.net,,"Pool Halls, Night Clubs, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/lake-forest-ca/mip/bigshots-billiards-bar-grill-19276167
Rudgear Meadows Swim Club,,"2400 Stewart Ave, Walnut Creek, CA 94596", (925) 932-9472,,,Sports Clubs & Organizations ,https://www.yellowpages.com/walnut-creek-ca/mip/rudgear-meadows-swim-club-1919686
BJ's Restaurants,,"24320 Town Center Dr, Valencia, CA 91355", (661) 288-1299,,,"American Restaurants, Beer & Ale, Brew Pubs, Pizza, Restaurants, Sports Bars, Take Out Restaurants ",https://www.yellowpages.com/valencia-ca/mip/bjs-restaurants-19438350
